id,vendor_id,pickup_datetime,passenger_count,pickup_point,dropoff_point,store_and_fwd_flag
id1161513,2,2016-06-29 08:15:16,2,-73.96600341796875;40.758529663085937,-74.001129150390625;40.731639862060547,N
id2772881,1,2016-06-29 08:15:12,1,-73.993255615234375;40.752567291259766,-74.005485534667969;40.751022338867188,N
id3072313,2,2016-06-29 08:15:11,1,-73.972862243652344;40.782489776611328,-73.960426330566406;40.775669097900391,N
id3300122,2,2016-06-29 08:15:02,1,-73.953216552734375;40.772441864013672,-73.978286743164063;40.755279541015625,N
id2397971,1,2016-06-29 08:14:20,1,-73.980354309082031;40.748722076416016,-74.008491516113281;40.745780944824219,N
id2058913,2,2016-06-29 08:14:08,1,-73.977653503417969;40.763519287109375,-73.978050231933594;40.75408935546875,N
id1080963,2,2016-06-29 08:13:56,1,-73.98284912109375;40.750381469726563,-73.97882080078125;40.75054931640625,N
id0441520,1,2016-06-29 08:13:29,1,-73.956535339355469;40.802513122558594,-73.972747802734375;40.759292602539063,N
id1355881,1,2016-06-29 08:12:56,1,-73.946678161621094;40.77655029296875,-73.968193054199219;40.762233734130859,N
id2712972,1,2016-06-29 08:12:33,1,-73.928817749023438;40.763031005859375,-73.948348999023438;40.745288848876953,N
id3841564,1,2016-06-29 08:11:56,1,-73.985557556152344;40.778358459472656,-73.990631103515625;40.757640838623047,N
id1267354,2,2016-06-29 08:11:49,1,-73.959953308105469;40.762153625488281,-73.962333679199219;40.770111083984375,N
id1257946,2,2016-06-29 08:11:30,1,-73.990997314453125;40.727981567382813,-73.980155944824219;40.751853942871094,N
id0663273,1,2016-06-29 08:10:58,1,-73.962364196777344;40.773014068603516,-73.957160949707031;40.780193328857422,N
id3790509,1,2016-06-29 08:10:28,1,-73.973793029785156;40.788955688476562,-73.940254211425781;40.805595397949219,N
id3881173,1,2016-06-29 08:09:18,1,-73.986648559570313;40.766468048095703,-73.992294311523438;40.7587890625,N
id3640325,2,2016-06-29 08:09:11,1,-73.955291748046875;40.776905059814453,-73.962104797363281;40.758983612060547,N
id0840241,2,2016-06-29 08:08:18,1,-73.941703796386719;40.798759460449219,-73.960983276367188;40.80712890625,N
id3107349,2,2016-06-29 08:07:13,5,-73.947280883789063;40.776023864746094,-73.988754272460938;40.754108428955078,N
id2547381,1,2016-06-29 08:07:10,1,-73.997611999511719;40.751327514648438,-73.990631103515625;40.755958557128906,N
id0415200,2,2016-06-29 08:06:58,1,-73.991104125976563;40.77069091796875,-73.965950012207031;40.760643005371094,N
id0690973,2,2016-06-29 08:06:43,1,-73.975303649902344;40.792198181152344,-73.982978820800781;40.762710571289063,N
id2783903,2,2016-06-29 08:05:35,1,-73.975433349609375;40.758148193359375,-73.996551513671875;40.725570678710937,N
id1960755,2,2016-06-29 08:05:10,2,-73.981643676757813;40.783760070800781,-73.970108032226563;40.759403228759766,N
id1653985,1,2016-06-29 08:03:54,1,-73.954193115234375;40.820652008056641,-73.783538818359375;40.643692016601563,N
id1169320,2,2016-06-29 08:03:24,1,-73.863533020019531;40.769737243652344,-73.963371276855469;40.799518585205078,N
id1358939,1,2016-06-29 08:03:11,1,-74.005943298339844;40.717063903808594,-73.995689392089844;40.724624633789063,N
id0840357,2,2016-06-29 08:03:06,1,-73.990524291992188;40.756092071533203,-73.982688903808594;40.756427764892578,N
id0896273,2,2016-06-29 08:02:44,3,-73.956626892089844;40.768150329589844,-73.975868225097656;40.754508972167969,N
id3129713,1,2016-06-29 08:02:09,1,-73.97235107421875;40.796367645263672,-73.961769104003906;40.764537811279297,N
id3011961,2,2016-06-29 08:01:58,1,-73.953483581542969;40.767120361328125,-73.944267272949219;40.785598754882813,N
id0149811,1,2016-06-29 08:01:02,1,-73.952713012695312;40.776546478271484,-73.968360900878906;40.757457733154297,N
id2058216,2,2016-06-29 08:00:38,2,-73.978240966796875;40.741539001464844,-73.99310302734375;40.735908508300781,N
id2534922,2,2016-06-29 07:58:49,1,-73.948051452636719;40.80133056640625,-73.960060119628906;40.815841674804687,N
id0533097,2,2016-06-29 07:58:48,3,-73.988784790039063;40.736652374267578,-74.00457763671875;40.741748809814453,N
id1625344,2,2016-06-29 07:58:12,3,-73.978866577148438;40.753398895263672,-73.989578247070313;40.751720428466797,N
id3662525,2,2016-06-29 07:57:41,5,-73.983612060546875;40.729888916015625,-73.986900329589844;40.752281188964844,N
id2504310,1,2016-06-29 07:57:31,1,-73.984054565429687;40.729198455810547,-73.983314514160156;40.695018768310547,N
id3057944,1,2016-06-29 07:57:24,1,-73.951667785644531;40.769737243652344,-73.978988647460938;40.754295349121094,N
id2346284,1,2016-06-29 07:56:52,1,-73.990921020507812;40.760295867919922,-73.983131408691406;40.775859832763672,N
id1650064,1,2016-06-29 07:56:03,1,-74.008209228515625;40.721233367919922,-74.001602172851562;40.721153259277344,N
id0165928,1,2016-06-29 07:55:40,2,-73.955009460449219;40.783374786376953,-73.983322143554688;40.760272979736328,N
id0456337,1,2016-06-29 07:55:36,1,-73.993728637695313;40.751773834228516,-74.002471923828125;40.755191802978516,N
id3460879,2,2016-06-29 07:54:49,6,-73.95751953125;40.782035827636719,-73.969490051269531;40.763683319091797,N
id2234972,1,2016-06-29 07:52:50,1,-73.998405456542969;40.735107421875,-73.976211547851563;40.763053894042969,N
id3273049,2,2016-06-29 07:52:42,1,-73.994033813476563;40.751018524169922,-73.967796325683594;40.761936187744141,N
id0366792,1,2016-06-29 07:52:30,1,-73.982452392578125;40.777462005615234,-73.995933532714844;40.764152526855469,N
id1627030,1,2016-06-29 07:52:05,1,-73.990562438964844;40.755977630615234,-73.977622985839844;40.757583618164063,N
id3075971,2,2016-06-29 07:51:47,2,-73.973587036132812;40.789478302001953,-73.9752197265625;40.760921478271484,N
id2205639,1,2016-06-29 07:51:41,1,-73.969680786132813;40.785148620605469,-73.995063781738281;40.754650115966797,N
id3355253,1,2016-06-29 07:51:37,1,-73.953109741210937;40.771778106689453,-73.958267211914063;40.774738311767578,N
id1067257,1,2016-06-29 07:51:36,1,-73.950607299804687;40.785709381103516,-73.864418029785156;40.770034790039063,N
id2517934,2,2016-06-29 07:50:51,1,-73.968559265136719;40.761707305908203,-73.981536865234375;40.768466949462891,N
id3482653,2,2016-06-29 07:49:05,1,-73.782020568847656;40.644668579101563,-73.858268737792969;40.734928131103516,N
id1806099,2,2016-06-29 07:48:37,1,-74.015090942382813;40.716403961181641,-73.97955322265625;40.752426147460938,N
id0484789,1,2016-06-29 07:48:07,1,-73.975860595703125;40.787952423095703,-73.975868225097656;40.761249542236328,N
id1049773,1,2016-06-29 07:47:30,1,-73.984107971191406;40.732109069824219,-73.970367431640625;40.757839202880859,N
id1925746,1,2016-06-29 07:47:26,1,-73.979530334472656;40.761192321777344,-73.963539123535156;40.765697479248047,N
id3210614,2,2016-06-29 07:46:30,1,-73.974197387695313;40.764850616455078,-73.98040771484375;40.765491485595703,N
id2626540,2,2016-06-29 07:46:19,6,-73.952491760253906;40.783672332763672,-73.969291687011719;40.760517120361328,N
id1211168,2,2016-06-29 07:46:17,5,-73.980873107910156;40.764488220214844,-74.013130187988281;40.702388763427734,N
id0114939,2,2016-06-29 07:45:21,1,-74.001808166503906;40.745895385742187,-74.014175415039063;40.715408325195313,N
id3203438,2,2016-06-29 07:45:21,4,-73.953376770019531;40.779640197753906,-73.9840087890625;40.761699676513672,N
id1059651,1,2016-06-29 07:45:05,1,-73.986160278320312;40.734771728515625,-74.013626098632812;40.714981079101562,N
id1160187,2,2016-06-29 07:44:58,3,-73.97998046875;40.753669738769531,-74.010902404785156;40.722061157226563,N
id0511687,2,2016-06-29 07:44:47,2,-73.925079345703125;40.758651733398438,-73.920738220214844;40.756549835205078,N
id2564517,2,2016-06-29 07:44:34,1,-73.958572387695313;40.800811767578125,-73.963729858398438;40.805461883544922,N
id0326959,2,2016-06-29 07:44:30,1,-73.990371704101563;40.756259918212891,-73.980422973632813;40.765331268310547,N
id1993397,2,2016-06-29 07:44:19,1,-73.961479187011719;40.771438598632812,-73.975914001464844;40.751197814941406,N
id1462134,2,2016-06-29 07:44:15,1,-73.995887756347656;40.743911743164063,-74.007537841796875;40.746688842773438,N
id1932805,1,2016-06-29 07:44:12,1,-73.982688903808594;40.771816253662109,-74.008468627929687;40.745635986328125,N
id2509264,1,2016-06-29 07:43:57,1,-73.949012756347656;40.777301788330078,-73.933311462402344;40.801654815673828,N
id0613619,1,2016-06-29 07:43:34,1,-74.004226684570313;40.720962524414063,-74.010047912597656;40.711372375488281,N
id2242177,2,2016-06-29 07:43:26,1,-73.951019287109375;40.782791137695312,-73.962814331054687;40.809913635253906,N
id3992724,1,2016-06-29 07:42:02,1,-74.000640869140625;40.742431640625,-73.969650268554688;40.757453918457031,N
id0819057,1,2016-06-29 07:42:01,1,-73.990821838378906;40.755828857421875,-73.940483093261719;40.72430419921875,N
id2956155,1,2016-06-29 07:41:21,1,-73.950050354003906;40.780651092529297,-74.009109497070313;40.713291168212891,N
id3556737,2,2016-06-29 07:41:12,1,-73.790557861328125;40.646591186523438,-73.981849670410156;40.757640838623047,N
id0717295,2,2016-06-29 07:40:04,1,-73.956771850585938;40.777580261230469,-74.001640319824219;40.746429443359375,N
id2630218,1,2016-06-29 07:39:52,1,-73.975059509277344;40.749130249023438,-73.979164123535156;40.761257171630859,N
id2891219,2,2016-06-29 07:39:45,1,-73.980361938476562;40.783050537109375,-73.978691101074219;40.754180908203125,N
id2861145,2,2016-06-29 07:39:44,1,-73.97833251953125;40.773109436035156,-73.984107971191406;40.754688262939453,N
id0404066,1,2016-06-29 07:39:40,1,-73.966156005859375;40.754016876220703,-74.005760192871094;40.739456176757813,N
id1235587,2,2016-06-29 07:39:14,1,-73.99652099609375;40.733051300048828,-73.97918701171875;40.767059326171875,N
id1458484,1,2016-06-29 07:39:00,1,-73.996246337890625;40.732196807861328,-73.9541015625;40.764141082763672,N
id0542123,2,2016-06-29 07:38:38,4,-73.948394775390625;40.774253845214844,-73.954521179199219;40.765609741210938,N
id1902189,1,2016-06-29 07:38:16,1,-73.974647521972656;40.761730194091797,-73.974533081054687;40.756866455078125,N
id0442921,2,2016-06-29 07:37:19,1,-73.983970642089844;40.765171051025391,-74.006813049316406;40.718860626220703,N
id2477628,2,2016-06-29 07:36:46,1,-74.005599975585938;40.736782073974609,-73.981101989746094;40.765636444091797,N
id3109478,2,2016-06-29 07:35:42,1,-73.963623046875;40.754718780517578,-73.970382690429688;40.750724792480469,N
id1069311,2,2016-06-29 07:35:37,5,-73.987007141113281;40.739398956298828,-73.982749938964844;40.756019592285156,N
id0978326,2,2016-06-29 07:35:20,1,-73.991462707519531;40.750160217285156,-74.014633178710938;40.704639434814453,N
id3017886,1,2016-06-29 07:34:53,1,-73.972557067871094;40.748493194580078,-73.9605712890625;40.772319793701172,N
id0610880,2,2016-06-29 07:34:48,1,-73.990074157714844;40.746700286865234,-73.974967956542969;40.741661071777344,N
id3520874,2,2016-06-29 07:34:40,1,-73.991119384765625;40.774818420410156,-73.861907958984375;40.768531799316406,N
id3330441,2,2016-06-29 07:34:38,1,-73.978507995605469;40.763759613037109,-74.007240295410156;40.705070495605469,N
id3615700,1,2016-06-29 07:34:26,1,-73.976730346679688;40.758945465087891,-73.982734680175781;40.746009826660156,N
id1685534,2,2016-06-29 07:33:58,2,-73.995628356933594;40.733318328857422,-73.993507385253906;40.749870300292969,N
id3906331,1,2016-06-29 07:33:46,1,-73.9700927734375;40.759567260742187,-74.005012512207031;40.741176605224609,N
id0983155,2,2016-06-29 07:33:41,5,-73.981529235839844;40.732784271240234,-73.985038757324219;40.739673614501953,N
id0632106,1,2016-06-29 07:33:25,1,-73.984878540039063;40.747993469238281,-73.988006591796875;40.740959167480469,N
id1292393,1,2016-06-29 07:33:11,1,-74.009597778320313;40.705963134765625,-73.975021362304688;40.755039215087891,N
id2940564,1,2016-06-29 07:32:59,1,-73.945625305175781;40.807926177978516,-73.96051025390625;40.807781219482422,N
id0189811,2,2016-06-29 07:32:24,3,-73.990829467773437;40.761035919189453,-73.953155517578125;40.766651153564453,N
id2989930,2,2016-06-29 07:31:58,1,-73.98565673828125;40.759571075439453,-73.96173095703125;40.805641174316406,N
id3481274,2,2016-06-29 07:31:16,2,-74.016273498535156;40.715019226074219,-74.009933471679688;40.7210693359375,N
id3276553,1,2016-06-29 07:31:02,3,-73.953750610351563;40.771133422851563,-73.981849670410156;40.756446838378906,N
id1285718,2,2016-06-29 07:30:40,1,-73.97174072265625;40.765468597412109,-73.974372863769531;40.757099151611328,N
id1703841,2,2016-06-29 07:30:38,5,-73.863273620605469;40.76995849609375,-73.970802307128906;40.75531005859375,N
id3009082,2,2016-06-29 07:30:31,5,-73.990127563476563;40.740730285644531,-73.991767883300781;40.731121063232422,N
id2157998,2,2016-06-29 07:30:21,6,-73.980751037597656;40.779701232910156,-73.990371704101563;40.740447998046875,N
id1057671,2,2016-06-29 07:30:01,1,-73.965682983398438;40.774288177490234,-73.971839904785156;40.759368896484375,N
id3859795,1,2016-06-29 07:29:50,1,-73.990402221679688;40.757164001464844,-73.96356201171875;40.765815734863281,N
id2492328,2,2016-06-29 07:29:29,2,-73.968147277832031;40.801628112792969,-73.981254577636719;40.760097503662109,N
id3986072,1,2016-06-29 07:29:09,1,-73.977890014648437;40.752357482910156,-73.9945068359375;40.750652313232422,N
id3319849,2,2016-06-29 07:29:07,1,-73.991470336914063;40.738319396972656,-73.990531921386719;40.756019592285156,N
id2372234,2,2016-06-29 07:27:55,1,-73.980911254882812;40.737049102783203,-73.983871459960937;40.754711151123047,N
id2659266,2,2016-06-29 07:27:52,1,-73.992202758789063;40.750049591064453,-73.975341796875;40.755451202392578,N
id3367661,2,2016-06-29 07:27:00,6,-73.957817077636719;40.768550872802734,-73.972267150878906;40.759891510009766,N
id0483807,1,2016-06-29 07:26:56,1,-73.976539611816406;40.791355133056641,-73.978271484375;40.786327362060547,N
id3011259,2,2016-06-29 07:26:37,6,-73.979606628417969;40.747188568115234,-73.983612060546875;40.758689880371094,N
id2327508,1,2016-06-29 07:26:09,1,-73.961990356445313;40.757106781005859,-73.973129272460938;40.759223937988281,N
id3510823,1,2016-06-29 07:25:45,1,-73.984443664550781;40.745750427246094,-73.974922180175781;40.763462066650391,N
id3104446,2,2016-06-29 07:25:26,1,-73.9857177734375;40.767711639404297,-73.994987487792969;40.763599395751953,N
id1825076,2,2016-06-29 07:25:16,1,-73.963462829589844;40.771339416503906,-73.972572326660156;40.75933837890625,N
id0805431,1,2016-06-29 07:25:01,1,-73.998764038085938;40.734642028808594,-73.962547302246094;40.772624969482422,N
id3593477,1,2016-06-29 07:24:51,1,-73.951606750488281;40.766513824462891,-73.970756530761719;40.75848388671875,N
id1016454,2,2016-06-29 07:24:11,2,-73.986007690429688;40.740852355957031,-73.978790283203125;40.751190185546875,N
id1025744,2,2016-06-29 07:23:24,1,-73.947700500488281;40.775150299072266,-74.013229370117188;40.7052001953125,N
id1033431,1,2016-06-29 07:23:10,1,-73.980453491210937;40.733745574951172,-73.996269226074219;40.726043701171875,N
id2931881,1,2016-06-29 07:22:27,1,-73.968437194824219;40.801528930664062,-73.957405090332031;40.774375915527344,N
id0415988,2,2016-06-29 07:22:21,2,-73.978843688964844;40.731121063232422,-74.007095336914063;40.705436706542969,N
id1097274,1,2016-06-29 07:22:01,1,-73.946365356445313;40.772476196289063,-73.977073669433594;40.736392974853516,N
id3659704,2,2016-06-29 07:21:53,1,-73.986320495605469;40.726081848144531,-74.007492065429688;40.725128173828125,N
id0019112,2,2016-06-29 07:21:20,2,-73.972999572753906;40.755550384521484,-73.861579895019531;40.767368316650391,N
id2252699,2,2016-06-29 07:21:03,6,-74.003028869628906;40.728118896484375,-74.015411376953125;40.714809417724609,N
id3649568,2,2016-06-29 07:20:57,1,-74.002449035644531;40.729320526123047,-73.982109069824219;40.752429962158203,N
id3185918,1,2016-06-29 07:20:34,1,-73.963630676269531;40.767719268798828,-73.973243713378906;40.76397705078125,N
id0901753,1,2016-06-29 07:20:22,1,-73.99334716796875;40.752487182617188,-73.790390014648437;40.646839141845703,N
id2119173,2,2016-06-29 07:19:30,1,-73.99066162109375;40.76995849609375,-73.99981689453125;40.720767974853516,N
id2127043,1,2016-06-29 07:19:10,1,-73.995742797851563;40.738777160644531,-73.974929809570313;40.75701904296875,N
id2286486,1,2016-06-29 07:18:19,1,-74.005996704101563;40.745159149169922,-73.973037719726563;40.758647918701172,N
id2163624,2,2016-06-29 07:17:46,1,-73.957313537597656;40.785781860351563,-73.961692810058594;40.774501800537109,N
id2957433,2,2016-06-29 07:17:06,6,-73.980667114257813;40.782611846923828,-74.011550903320312;40.707908630371094,N
id0739926,1,2016-06-29 07:16:59,1,-73.970649719238281;40.755836486816406,-73.961830139160156;40.805488586425781,N
id0968710,1,2016-06-29 07:16:32,1,-73.98284912109375;40.745082855224609,-74.001060485839844;40.739227294921875,N
id3940997,2,2016-06-29 07:15:05,2,-73.990608215332031;40.702510833740234,-74.007644653320312;40.724849700927734,N
id3225218,2,2016-06-29 07:15:04,5,-73.992462158203125;40.743850708007813,-73.973213195800781;40.763568878173828,N
id0558348,2,2016-06-29 07:14:54,2,-73.990509033203125;40.771469116210938,-74.005363464355469;40.705768585205078,N
id1075600,1,2016-06-29 07:14:34,1,-73.970840454101563;40.798549652099609,-73.958541870117188;40.783908843994141,N
id2537874,1,2016-06-29 07:14:10,1,-73.946388244628906;40.780406951904297,-74.010284423828125;40.721546173095703,N
id3483973,1,2016-06-29 07:13:18,1,-73.956443786621094;40.781375885009766,-73.975166320800781;40.755611419677734,N
id2600172,1,2016-06-29 07:12:56,1,-74.004936218261719;40.723793029785156,-73.980033874511719;40.751792907714844,N
id3844833,2,2016-06-29 07:12:38,1,-73.956100463867188;40.778762817382813,-73.974624633789063;40.754848480224609,N
id3320446,2,2016-06-29 07:11:42,1,-73.949920654296875;40.772190093994141,-73.962196350097656;40.766319274902344,N
id0992603,2,2016-06-29 07:11:15,1,-73.99041748046875;40.756458282470703,-73.974136352539062;40.757278442382812,N
id0923425,1,2016-06-29 07:11:14,1,-73.982131958007813;40.774745941162109,-73.975196838378906;40.787635803222656,N
id3569692,1,2016-06-29 07:11:05,1,-73.978294372558594;40.754100799560547,-73.970222473144531;40.755683898925781,N
id1633228,2,2016-06-29 07:10:34,1,-73.966911315917969;40.788730621337891,-73.991989135742187;40.748950958251953,N
id1441510,1,2016-06-29 07:10:21,1,-73.961334228515625;40.765125274658203,-74.012763977050781;40.702217102050781,N
id3376650,1,2016-06-29 07:10:18,1,-74.001945495605469;40.728103637695312,-74.001945495605469;40.728103637695312,N
id1905309,1,2016-06-29 07:09:01,1,-73.955169677734375;40.768955230712891,-73.958297729492188;40.783283233642578,N
id1629300,1,2016-06-29 07:08:53,1,-73.962882995605469;40.775379180908203,-73.986053466796875;40.741363525390625,N
id3908660,2,2016-06-29 07:08:19,1,-73.971328735351563;40.751228332519531,-73.974479675292969;40.759990692138672,N
id3436456,1,2016-06-29 07:08:15,1,-73.7891845703125;40.641838073730469,-73.957191467285156;40.748161315917969,N
id2191083,1,2016-06-29 07:08:03,1,-73.994384765625;40.750289916992188,-73.97998046875;40.754688262939453,N
id2704496,2,2016-06-29 07:07:44,1,-74.010879516601562;40.702980041503906,-74.012786865234375;40.716911315917969,N
id1282852,2,2016-06-29 07:07:27,1,-73.993782043457031;40.759029388427734,-73.987312316894531;40.779861450195313,N
id0664915,1,2016-06-29 07:07:13,2,-73.884407043457031;40.743797302246094,-73.857841491699219;41.064861297607422,N
id2456660,1,2016-06-29 07:06:44,1,-74.009971618652344;40.712078094482422,-73.93017578125;40.797126770019531,N
id2449383,2,2016-06-29 07:06:43,2,-73.989662170410156;40.756801605224609,-73.990699768066406;40.746208190917969,N
id3732905,2,2016-06-29 07:06:07,1,-73.945571899414063;40.775279998779297,-73.972938537597656;40.741889953613281,N
id0248814,1,2016-06-29 07:04:19,1,-73.949935913085938;40.772148132324219,-73.9552001953125;40.779441833496094,N
id0138220,2,2016-06-29 07:03:23,1,-74.003936767578125;40.726062774658203,-73.985969543457031;40.752365112304687,N
id2072313,1,2016-06-29 07:03:20,1,-73.988273620605469;40.776580810546875,-73.984664916992188;40.759994506835937,N
id2936116,1,2016-06-29 07:02:40,1,-73.965171813964844;40.774936676025391,-73.98309326171875;40.760879516601563,N
id0009446,2,2016-06-29 07:01:02,1,-74.0040283203125;40.722209930419922,-73.784622192382813;40.643299102783203,N
id2183388,1,2016-06-29 07:00:57,1,-73.996261596679687;40.743209838867187,-74.012977600097656;40.717796325683594,N
id0300370,2,2016-06-29 06:59:44,1,-73.991523742675781;40.749900817871094,-73.976470947265625;40.756919860839844,N
id1106210,2,2016-06-29 06:59:27,1,-73.958221435546875;40.77301025390625,-73.949821472167969;40.785518646240234,N
id0026130,2,2016-06-29 06:59:05,1,-74.006980895996094;40.708911895751953,-74.009559631347656;40.720760345458984,N
id3993520,2,2016-06-29 06:58:14,1,-73.972084045410156;40.744228363037109,-73.959579467773438;40.773616790771484,N
id0355238,2,2016-06-29 06:58:01,2,-73.962638854980469;40.765548706054688,-73.970191955566406;40.785728454589844,N
id3064547,2,2016-06-29 06:57:49,1,-73.949508666992188;40.796428680419922,-73.953330993652344;40.79119873046875,N
id0741410,2,2016-06-29 06:57:15,1,-73.991165161132813;40.774768829345703,-73.952430725097656;40.789623260498047,N
id1549056,1,2016-06-29 06:57:13,1,-73.986503601074219;40.740158081054687,-73.996269226074219;40.738346099853516,N
id2767384,1,2016-06-29 06:56:35,1,-73.99017333984375;40.771537780761719,-74.013702392578125;40.714935302734375,N
id3003845,2,2016-06-29 06:56:17,1,-73.970489501953125;40.752262115478516,-73.974601745605469;40.742088317871094,N
id3252504,2,2016-06-29 06:56:12,2,-73.99468994140625;40.766010284423828,-73.983566284179688;40.748081207275391,N
id0762603,1,2016-06-29 06:55:44,1,-73.983955383300781;40.743762969970703,-73.982833862304688;40.769199371337891,N
id2601083,1,2016-06-29 06:54:54,1,-73.985733032226563;40.744068145751953,-73.981178283691406;40.758075714111328,N
id0313722,1,2016-06-29 06:54:48,1,-73.999366760253906;40.74407958984375,-74.007667541503906;40.745956420898438,N
id3230819,1,2016-06-29 06:54:30,1,-73.9901123046875;40.746814727783203,-73.974197387695313;40.760223388671875,N
id0156233,2,2016-06-29 06:54:04,1,-73.959281921386719;40.780216217041016,-73.955162048339844;40.765529632568359,N
id2910160,2,2016-06-29 06:53:56,1,-73.985023498535156;40.775100708007813,-74.000099182128906;40.743560791015625,N
id3965297,2,2016-06-29 06:53:45,2,-73.994827270507813;40.75537109375,-73.7889404296875;40.64154052734375,N
id0825423,1,2016-06-29 06:53:42,1,-73.95123291015625;40.782634735107422,-73.954269409179688;40.789779663085938,N
id1795337,1,2016-06-29 06:52:48,1,-73.946792602539062;40.775707244873047,-73.973648071289063;40.756507873535156,N
id3464477,2,2016-06-29 06:51:55,3,-73.950233459472656;40.777320861816406,-73.964546203613281;40.767219543457031,N
id1395659,1,2016-06-29 06:51:50,1,-73.984451293945313;40.740020751953125,-74.013816833496094;40.714916229248047,N
id1711147,2,2016-06-29 06:51:48,2,-74.010963439941406;40.715530395507813,-74.006332397460938;40.707050323486328,N
id3500398,1,2016-06-29 06:50:20,1,-73.999137878417969;40.726459503173828,-73.885185241699219;40.772274017333984,N
id2292790,1,2016-06-29 06:50:12,1,-73.99127197265625;40.749923706054688,-73.980819702148437;40.760593414306641,N
id0557940,1,2016-06-29 06:50:06,3,-73.991203308105469;40.750350952148438,-73.977066040039063;40.753177642822266,N
id3587317,2,2016-06-29 06:49:44,1,-73.994377136230469;40.750892639160156,-73.984390258789063;40.754440307617188,N
id1677661,2,2016-06-29 06:49:20,6,-73.994117736816406;40.75115966796875,-73.984649658203125;40.736881256103516,N
id1554279,2,2016-06-29 06:48:42,1,-73.991569519042969;40.749759674072266,-73.989433288574219;40.756458282470703,N
id0134113,1,2016-06-29 06:48:25,1,-73.994583129882813;40.750564575195312,-73.977638244628906;40.758831024169922,N
id3897911,2,2016-06-29 06:47:56,1,-73.961517333984375;40.765178680419922,-73.954780578613281;40.765701293945313,N
id1646757,1,2016-06-29 06:47:34,1,-73.990516662597656;40.771602630615234,-73.9835205078125;40.760875701904297,N
id1531408,2,2016-06-29 06:47:34,1,-73.991310119628906;40.749969482421875,-73.973899841308594;40.758800506591797,N
id1596914,1,2016-06-29 06:46:50,1,-73.988876342773438;40.730735778808594,-73.955978393554688;40.764076232910156,N
id2510368,1,2016-06-29 06:46:35,1,-73.966941833496094;40.757255554199219,-73.976425170898437;40.74432373046875,N
id0435324,1,2016-06-29 06:46:24,1,-74.007057189941406;40.715995788574219,-74.002670288085937;40.739467620849609,N
id0824601,1,2016-06-29 06:46:13,1,-74.00604248046875;40.735080718994141,-73.984359741210937;40.754581451416016,N
id3722029,2,2016-06-29 06:46:12,1,-73.950958251953125;40.780071258544922,-73.977706909179688;40.761001586914062,N
id2695832,2,2016-06-29 06:46:00,1,-73.970787048339844;40.758621215820312,-73.974006652832031;40.743080139160156,N
id1338032,1,2016-06-29 06:46:00,4,-73.991889953613281;40.755016326904297,-73.87115478515625;40.774169921875,N
id2354858,1,2016-06-29 06:45:56,1,-73.980453491210937;40.68817138671875,-73.978286743164063;40.724876403808594,N
id3562600,1,2016-06-29 06:45:35,1,-73.948295593261719;40.778995513916016,-73.989952087402344;40.741195678710938,N
id1249611,1,2016-06-29 06:45:13,1,-74.010223388671875;40.720314025878906,-74.011505126953125;40.707950592041016,N
id1871535,2,2016-06-29 06:44:56,1,-73.956031799316406;40.778911590576172,-73.966293334960938;40.7647705078125,N
id1859305,1,2016-06-29 06:44:35,1,-73.985450744628906;40.739940643310547,-74.003631591796875;40.749217987060547,N
id3475400,1,2016-06-29 06:44:26,1,-73.974266052246094;40.763156890869141,-73.98785400390625;40.775058746337891,N
id2113008,2,2016-06-29 06:44:03,1,-73.982208251953125;40.778308868408203,-73.971366882324219;40.754940032958984,N
id0258955,2,2016-06-29 06:41:41,1,-73.976844787597656;40.788211822509766,-73.987648010253906;40.743228912353516,N
id3499426,2,2016-06-29 06:41:40,1,-73.980659484863281;40.749782562255859,-73.986824035644531;40.760231018066406,N
id2965977,2,2016-06-29 06:41:39,5,-73.974800109863281;40.757488250732422,-73.954170227050781;40.767066955566406,N
id0938866,2,2016-06-29 06:41:30,1,-73.956916809082031;40.766681671142578,-73.945144653320312;40.780418395996094,N
id2832148,2,2016-06-29 06:41:22,2,-73.989997863769531;40.757011413574219,-73.974876403808594;40.762939453125,N
id3705707,2,2016-06-29 06:39:57,1,-73.959922790527344;40.762870788574219,-73.982368469238281;40.756763458251953,N
id1527370,1,2016-06-29 06:39:38,1,-73.98211669921875;40.773784637451172,-73.980667114257813;40.752616882324219,N
id3762989,1,2016-06-29 06:39:19,1,-73.9798583984375;40.776004791259766,-73.979286193847656;40.759407043457031,N
id2429483,1,2016-06-29 06:39:17,1,-73.967056274414063;40.763896942138672,-73.978889465332031;40.756465911865234,N
id2825102,2,2016-06-29 06:39:03,6,-73.992691040039063;40.754459381103516,-73.86480712890625;40.770389556884766,N
id3824666,2,2016-06-29 06:39:01,2,-73.9903564453125;40.756511688232422,-73.980079650878906;40.761203765869141,N
id3836239,1,2016-06-29 06:38:29,1,-73.959831237792969;40.76666259765625,-73.974700927734375;40.741916656494141,N
id0425060,1,2016-06-29 06:38:03,1,-73.985343933105469;40.736026763916016,-73.992477416992188;40.739822387695313,N
id0757572,2,2016-06-29 06:36:25,2,-73.968109130859375;40.755275726318359,-73.987098693847656;40.76068115234375,N
id2195562,2,2016-06-29 06:36:11,6,-74.009544372558594;40.712776184082031,-73.988548278808594;40.746574401855469,N
